,algorithm,length,ncomp,nswap,time
1005,insert,2600,1714395,1711799,1.3396201133728027
1006,insert,2600,1715295,1712702,1.331984281539917
1007,insert,2600,1713000,1710411,1.3237669467926025
1008,insert,2600,1670274,1667682,1.3088901042938232
1009,insert,2600,1683889,1681296,1.2828712463378906
1010,merge,2600,26225,29704,0.04119992256164551
1011,merge,2600,26293,29704,0.042352914810180664
1012,merge,2600,26288,29704,0.04222679138183594
1013,merge,2600,26311,29704,0.04813885688781738
1014,merge,2600,26307,29704,0.0435028076171875
1015,merge,2600,26275,29704,0.04264187812805176
1016,merge,2600,26336,29704,0.04987788200378418
1017,merge,2600,26280,29704,0.04271888732910156
1018,merge,2600,26293,29704,0.043892860412597656
1019,merge,2600,26286,29704,0.04200482368469238
1020,quick,2600,33801,20410,0.027019023895263672
1021,quick,2600,35009,19717,0.02808976173400879
1022,quick,2600,33144,20281,0.026679039001464844
1023,quick,2600,34824,24832,0.02901935577392578
1024,quick,2600,36380,21174,0.028395891189575195
1025,quick,2600,33053,21997,0.027772903442382812
1026,quick,2600,35148,21027,0.029512882232666016
1027,quick,2600,31443,17514,0.025031089782714844
1028,quick,2600,31351,18259,0.024852275848388672
1029,quick,2600,34160,20387,0.027144908905029297
1030,dpquick,2600,29002,16653,0.013014793395996094
1031,dpquick,2600,32941,17976,0.01406097412109375
1032,dpquick,2600,30563,17968,0.013527154922485352
1033,dpquick,2600,30211,15587,0.012969970703125
1034,dpquick,2600,30297,16756,0.013137102127075195
1035,dpquick,2600,32855,17868,0.013406038284301758
1036,dpquick,2600,30683,16581,0.012336254119873047
1037,dpquick,2600,29344,16220,0.012327909469604492
1038,dpquick,2600,32078,15938,0.012742042541503906
1039,dpquick,2600,30342,16215,0.012906074523925781
1040,insert,2700,1852767,1850078,1.4616377353668213
1041,insert,2700,1793927,1791233,1.6886401176452637
1042,insert,2700,1780537,1777846,1.3487000465393066
1043,insert,2700,1819954,1817260,1.6704599857330322
1044,insert,2700,1816340,1813647,1.6787331104278564
1045,insert,2700,1769143,1766450,1.5135879516601562
1046,insert,2700,1806550,1803856,1.3557260036468506
1047,insert,2700,1794791,1792102,1.3239963054656982
1048,insert,2700,1830008,1827318,1.547421932220459
1049,insert,2700,1795523,1792832,1.7896249294281006
1050,merge,2700,27411,31004,0.04536128044128418
1051,merge,2700,27394,31004,0.04536104202270508
1052,merge,2700,27428,31004,0.04593515396118164
1053,merge,2700,27399,31004,0.04313206672668457
1054,merge,2700,27437,31004,0.04308295249938965
1055,merge,2700,27431,31004,0.04207587242126465
1056,merge,2700,27410,31004,0.0422520637512207
1057,merge,2700,27415,31004,0.042326927185058594
1058,merge,2700,27435,31004,0.04279804229736328
1059,merge,2700,27511,31004,0.043978214263916016
1060,quick,2700,36027,23131,0.030317068099975586
1061,quick,2700,37608,23825,0.031314849853515625
1062,quick,2700,35633,19309,0.02834296226501465
1063,quick,2700,35467,19265,0.027006864547729492
1064,quick,2700,37807,23771,0.029903888702392578
1065,quick,2700,34042,20919,0.026942014694213867
1066,quick,2700,33489,20698,0.026420116424560547
1067,quick,2700,33216,19026,0.026449203491210938
1068,quick,2700,35632,20397,0.02689194679260254
1069,quick,2700,33935,21492,0.026926279067993164
1070,dpquick,2700,31087,17915,0.013525962829589844
1071,dpquick,2700,34368,16480,0.01362299919128418
1072,dpquick,2700,31523,15918,0.012803077697753906
1073,dpquick,2700,34992,15980,0.013826131820678711
1074,dpquick,2700,31580,16214,0.013528823852539062
1075,dpquick,2700,30942,16906,0.012280702590942383
1076,dpquick,2700,31177,17874,0.013532876968383789
1077,dpquick,2700,31463,18047,0.013599872589111328
1078,dpquick,2700,31912,17217,0.012932777404785156
1079,dpquick,2700,30837,16828,0.012828826904296875
1080,insert,2800,1976268,1973479,1.5086078643798828
1081,insert,2800,1948382,1945587,1.4622697830200195
1082,insert,2800,1989050,1986261,1.5010511875152588
1083,insert,2800,1991445,1988654,1.4844951629638672
1084,insert,2800,1980223,1977435,1.502668857574463
1085,insert,2800,1920299,1917502,1.4545960426330566
1086,insert,2800,1962153,1959364,1.506889820098877
1087,insert,2800,1956756,1953962,1.480525016784668
1088,insert,2800,1961614,1958820,1.460472822189331
1089,insert,2800,1959687,1956896,1.4410548210144043
1090,merge,2800,28634,32304,0.043206214904785156
1091,merge,2800,28623,32304,0.04324030876159668
1092,merge,2800,28583,32304,0.043447017669677734
1093,merge,2800,28541,32304,0.043313026428222656
1094,merge,2800,28617,32304,0.04322195053100586
1095,merge,2800,28568,32304,0.04326987266540527
1096,merge,2800,28608,32304,0.044072866439819336
1097,merge,2800,28591,32304,0.043538808822631836
1098,merge,2800,28554,32304,0.043424129486083984
1099,merge,2800,28574,32304,0.043112993240356445
1100,quick,2800,39387,20109,0.02838277816772461
1101,quick,2800,35688,22850,0.027949094772338867
1102,quick,2800,41897,24654,0.031590938568115234
1103,quick,2800,36317,21739,0.02754998207092285
1104,quick,2800,35357,21733,0.02730703353881836
1105,quick,2800,35641,23023,0.02777099609375
1106,quick,2800,35571,20668,0.027183055877685547
1107,quick,2800,38633,25043,0.03170299530029297
1108,quick,2800,39113,24160,0.030224323272705078
1109,quick,2800,37030,21339,0.02772808074951172
1110,dpquick,2800,34044,17160,0.014348983764648438
1111,dpquick,2800,32120,18600,0.013247966766357422
1112,dpquick,2800,34897,18602,0.014059066772460938
1113,dpquick,2800,33453,18064,0.014117717742919922
1114,dpquick,2800,35254,18300,0.013741731643676758
1115,dpquick,2800,33864,16758,0.01334691047668457
1116,dpquick,2800,32489,19274,0.013319015502929688
1117,dpquick,2800,31473,18343,0.012705087661743164
1118,dpquick,2800,32596,17125,0.013345956802368164
1119,dpquick,2800,33757,18622,0.013718128204345703
1120,insert,2900,2102974,2100083,1.5910420417785645
1121,insert,2900,2074352,2071459,1.551400899887085
1122,insert,2900,2121694,2118798,1.5497660636901855
1123,insert,2900,2086127,2083239,1.5463318824768066
1124,insert,2900,2107755,2104862,1.605180025100708
1125,insert,2900,2142424,2139528,1.6329607963562012
1126,insert,2900,2076727,2073841,1.5455670356750488
1127,insert,2900,2099306,2096413,1.5464808940887451
1128,insert,2900,2061335,2058444,1.5769109725952148
1129,insert,2900,2105450,2102561,1.7048399448394775
1130,merge,2900,29737,33604,0.04871511459350586
1131,merge,2900,29757,33604,0.04580283164978027
1132,merge,2900,29716,33604,0.046051740646362305
1133,merge,2900,29807,33604,0.045454978942871094
1134,merge,2900,29784,33604,0.04505491256713867
1135,merge,2900,29730,33604,0.04609823226928711
1136,merge,2900,29744,33604,0.04593300819396973
1137,merge,2900,29772,33604,0.046881914138793945
1138,merge,2900,29773,33604,0.04599499702453613
1139,merge,2900,29814,33604,0.047213077545166016
1140,quick,2900,38334,22895,0.029206037521362305
1141,quick,2900,37393,22622,0.02889394760131836
1142,quick,2900,36944,22500,0.02851700782775879
1143,quick,2900,37261,22773,0.028873920440673828
1144,quick,2900,38274,22268,0.033059120178222656
1145,quick,2900,38661,23587,0.031130313873291016
1146,quick,2900,39128,23190,0.029844045639038086
1147,quick,2900,36091,21533,0.027608156204223633
1148,quick,2900,37628,23299,0.03058028221130371
1149,quick,2900,35931,20423,0.02769613265991211
1150,dpquick,2900,34513,18898,0.01482701301574707
1151,dpquick,2900,33368,19167,0.014243841171264648
1152,dpquick,2900,35192,19107,0.014531135559082031
1153,dpquick,2900,33033,18984,0.013625144958496094
1154,dpquick,2900,34251,17918,0.013543844223022461
1155,dpquick,2900,33364,18019,0.013750076293945312
1156,dpquick,2900,34575,19227,0.013859033584594727
1157,dpquick,2900,33890,19205,0.013701200485229492
1158,dpquick,2900,35688,20827,0.015281915664672852
1159,dpquick,2900,33448,18723,0.013325929641723633
1160,insert,3000,2222610,2219616,1.6893150806427002
1161,insert,3000,2269764,2266775,1.6931588649749756
1162,insert,3000,2239788,2236794,1.6552748680114746
1163,insert,3000,2243814,2240820,1.654101848602295
1164,insert,3000,2274481,2271489,1.7337381839752197
1165,insert,3000,2241872,2238878,1.6604490280151367
1166,insert,3000,2259971,2256978,1.666050910949707
1167,insert,3000,2253550,2250558,1.6593260765075684
1168,insert,3000,2231112,2228120,1.665252923965454
1169,insert,3000,2258996,2256010,1.8207859992980957
1170,merge,3000,30939,34904,0.04955101013183594
1171,merge,3000,30882,34904,0.0525209903717041
1172,merge,3000,30890,34904,0.05339694023132324
1173,merge,3000,30922,34904,0.057311058044433594
1174,merge,3000,30952,34904,0.060806989669799805
1175,merge,3000,30907,34904,0.09205198287963867
1176,merge,3000,30914,34904,0.09069609642028809
1177,merge,3000,30919,34904,0.10260891914367676
1178,merge,3000,30950,34904,0.07969784736633301
1179,merge,3000,30908,34904,0.06957697868347168
1180,quick,3000,41091,25768,0.03656506538391113
1181,quick,3000,38748,24229,0.03272700309753418
1182,quick,3000,42306,27580,0.033918142318725586
1183,quick,3000,38178,21961,0.02941417694091797
1184,quick,3000,38252,22614,0.02988290786743164
1185,quick,3000,43388,26713,0.03411412239074707
1186,quick,3000,38655,24758,0.03225302696228027
1187,quick,3000,39303,23789,0.0347599983215332
1188,quick,3000,38144,24367,0.03531002998352051
1189,quick,3000,40032,23050,0.03534698486328125
1190,dpquick,3000,36091,18986,0.016165971755981445
1191,dpquick,3000,35564,18448,0.01663517951965332
1192,dpquick,3000,35465,19514,0.01651620864868164
1193,dpquick,3000,37482,19907,0.016044139862060547
1194,dpquick,3000,35340,18606,0.015635967254638672
1195,dpquick,3000,41060,20224,0.017687082290649414
1196,dpquick,3000,35362,18936,0.01729583740234375
1197,dpquick,3000,36369,18103,0.016695022583007812
1198,dpquick,3000,36312,20236,0.016788005828857422
1199,dpquick,3000,36508,17895,0.016534090042114258
1200,insert,3100,2379122,2376031,2.4306559562683105
1201,insert,3100,2373610,2370514,2.538897752761841
1202,insert,3100,2389328,2386238,1.990860939025879
1203,insert,3100,2441017,2437921,2.432574987411499
1204,insert,3100,2370863,2367776,1.8718719482421875
1205,insert,3100,2369574,2366484,2.0955440998077393
1206,insert,3100,2427091,2423995,2.107588052749634
1207,insert,3100,2405990,2402897,1.8892998695373535
1208,insert,3100,2401413,2398317,1.952509880065918
1209,insert,3100,2421233,2418144,1.9407060146331787
1210,merge,3100,32170,36204,0.052500009536743164
1211,merge,3100,32104,36204,0.05143618583679199
1212,merge,3100,32123,36204,0.0508882999420166
1213,merge,3100,32073,36204,0.05032491683959961
1214,merge,3100,32145,36204,0.050334930419921875
1215,merge,3100,32069,36204,0.05017900466918945
1216,merge,3100,32125,36204,0.051165103912353516
1217,merge,3100,32078,36204,0.050760746002197266
1218,merge,3100,32072,36204,0.050554752349853516
1219,merge,3100,32035,36204,0.051346778869628906
1220,quick,3100,41392,27165,0.034278154373168945
1221,quick,3100,39439,25292,0.03710627555847168
1222,quick,3100,44105,25200,0.04286789894104004
1223,quick,3100,41890,23250,0.059301137924194336
1224,quick,3100,41991,24716,0.04616904258728027
1225,quick,3100,39805,23035,0.039402008056640625
1226,quick,3100,41115,23951,0.032276153564453125
1227,quick,3100,41113,23942,0.03313112258911133
1228,quick,3100,46556,24785,0.035144805908203125
1229,quick,3100,38696,22829,0.029967784881591797
1230,dpquick,3100,37720,21481,0.016068696975708008
1231,dpquick,3100,35563,19188,0.014642000198364258
1232,dpquick,3100,37973,21927,0.015740156173706055
1233,dpquick,3100,38299,20763,0.016006946563720703
1234,dpquick,3100,34780,21191,0.014847993850708008
1235,dpquick,3100,35370,19667,0.01499319076538086
1236,dpquick,3100,38743,20683,0.015811681747436523
1237,dpquick,3100,38897,19568,0.015490055084228516
1238,dpquick,3100,41095,19304,0.015335798263549805
1239,dpquick,3100,37515,21432,0.015606880187988281
1240,insert,3200,2572358,2569173,1.9199869632720947
1241,insert,3200,2511607,2508416,1.851571798324585
1242,insert,3200,2555224,2552031,1.9209909439086914
1243,insert,3200,2577543,2574352,1.9944047927856445
1244,insert,3200,2562221,2559029,1.9011139869689941
1245,insert,3200,2548468,2545280,1.9247779846191406
1246,insert,3200,2583163,2579973,1.9356520175933838
1247,insert,3200,2567011,2563820,1.9747059345245361
1248,insert,3200,2538454,2535260,2.0103302001953125
1249,insert,3200,2501454,2498260,1.9688220024108887
1250,merge,3200,33252,37504,0.050302982330322266
1251,merge,3200,33273,37504,0.05168414115905762
1252,merge,3200,33239,37504,0.052220821380615234
1253,merge,3200,33250,37504,0.04999899864196777
1254,merge,3200,33240,37504,0.05051708221435547
1255,merge,3200,33265,37504,0.04998016357421875
1256,merge,3200,33287,37504,0.05014300346374512
1257,merge,3200,33247,37504,0.04994988441467285
1258,merge,3200,33184,37504,0.050373077392578125
1259,merge,3200,33252,37504,0.05018806457519531
1260,quick,3200,43545,27131,0.03312993049621582
1261,quick,3200,43118,26359,0.03259110450744629
1262,quick,3200,41723,27205,0.032267093658447266
1263,quick,3200,39437,24971,0.0305178165435791
1264,quick,3200,44046,26408,0.03336501121520996
1265,quick,3200,45381,24576,0.03304409980773926
1266,quick,3200,42770,24570,0.0317997932434082
1267,quick,3200,46153,30272,0.035494089126586914
1268,quick,3200,41869,24845,0.03200721740722656
1269,quick,3200,44759,25762,0.03336691856384277
1270,dpquick,3200,37714,22871,0.017410755157470703
1271,dpquick,3200,36594,19857,0.016185998916625977
1272,dpquick,3200,40987,23076,0.01875901222229004
1273,dpquick,3200,38684,20015,0.015834808349609375
1274,dpquick,3200,39123,21104,0.015399932861328125
1275,dpquick,3200,37928,19540,0.015260934829711914
1276,dpquick,3200,38668,21403,0.015564918518066406
1277,dpquick,3200,39114,22453,0.01625680923461914
1278,dpquick,3200,40967,22257,0.01689291000366211
1279,dpquick,3200,38443,19373,0.015870094299316406
1280,insert,3300,2728944,2725653,2.0285050868988037
1281,insert,3300,2709294,2706010,1.9903879165649414
1282,insert,3300,2706244,2702953,2.0345618724823
1283,insert,3300,2790536,2787244,2.105347156524658
1284,insert,3300,2758246,2754951,2.054299831390381
1285,insert,3300,2741645,2738353,1.999922275543213
1286,insert,3300,2739749,2736459,2.2892911434173584
1287,insert,3300,2701017,2697724,2.1882598400115967
1288,insert,3300,2746799,2743511,2.1020278930664062
1289,insert,3300,2711348,2708057,1.9812798500061035
1290,merge,3300,34459,38804,0.05318498611450195
1291,merge,3300,34471,38804,0.05240511894226074
1292,merge,3300,34411,38804,0.05201888084411621
1293,merge,3300,34433,38804,0.05207014083862305
1294,merge,3300,34490,38804,0.051805973052978516
1295,merge,3300,34488,38804,0.05274009704589844
1296,merge,3300,34470,38804,0.05201101303100586
1297,merge,3300,34466,38804,0.052143096923828125
1298,merge,3300,34470,38804,0.05205798149108887
1299,merge,3300,34446,38804,0.05181598663330078
1300,quick,3300,45025,32114,0.035814762115478516
1301,quick,3300,42419,24969,0.031900882720947266
1302,quick,3300,44315,28088,0.033849239349365234
1303,quick,3300,44158,27342,0.033432960510253906
1304,quick,3300,44851,28565,0.03437089920043945
1305,quick,3300,42664,25952,0.03226494789123535
1306,quick,3300,41942,26826,0.032286882400512695
1307,quick,3300,44980,24526,0.03313302993774414
1308,quick,3300,47354,27938,0.03543496131896973
1309,quick,3300,41280,26218,0.031804800033569336
1310,dpquick,3300,39195,21049,0.016028881072998047
1311,dpquick,3300,40062,21116,0.01592874526977539
1312,dpquick,3300,42927,22703,0.017702817916870117
1313,dpquick,3300,40896,20927,0.016104936599731445
1314,dpquick,3300,40068,21909,0.016350269317626953
1315,dpquick,3300,38983,21720,0.016471147537231445
1316,dpquick,3300,42342,20888,0.017143726348876953
1317,dpquick,3300,39565,20123,0.015519142150878906
1318,dpquick,3300,39896,22421,0.016104936599731445
1319,dpquick,3300,39105,20293,0.015997886657714844
1320,insert,3400,2911466,2908072,2.1322989463806152
1321,insert,3400,2924667,2921277,2.1362061500549316
1322,insert,3400,2863564,2860168,2.118277072906494
1323,insert,3400,2882838,2879445,2.1608262062072754
1324,insert,3400,2897178,2893783,2.1290621757507324
1325,insert,3400,2845906,2842515,2.0476441383361816
1326,insert,3400,2882143,2878749,2.086466073989868
1327,insert,3400,2857773,2854383,2.0981202125549316
1328,insert,3400,2894867,2891474,2.1215832233428955
1329,insert,3400,2873818,2870429,2.341438055038452
1330,merge,3400,35699,40104,0.06366205215454102
1331,merge,3400,35683,40104,0.05651998519897461
1332,merge,3400,35663,40104,0.05950593948364258
1333,merge,3400,35669,40104,0.0572202205657959
1334,merge,3400,35606,40104,0.06947565078735352
1335,merge,3400,35669,40104,0.06656575202941895
1336,merge,3400,35652,40104,0.061280012130737305
1337,merge,3400,35629,40104,0.06476688385009766
1338,merge,3400,35685,40104,0.06912088394165039
1339,merge,3400,35620,40104,0.06857800483703613
1340,quick,3400,45944,28346,0.035288095474243164
1341,quick,3400,43047,26784,0.03437304496765137
1342,quick,3400,43801,26700,0.03394198417663574
1343,quick,3400,45817,28555,0.03548288345336914
1344,quick,3400,49694,26201,0.03731489181518555
1345,quick,3400,45119,30630,0.03695082664489746
1346,quick,3400,44252,25189,0.03290414810180664
1347,quick,3400,41576,26131,0.0322728157043457
1348,quick,3400,43224,26050,0.03334617614746094
1349,quick,3400,44914,27679,0.03506016731262207
1350,dpquick,3400,44990,19931,0.017390727996826172
1351,dpquick,3400,39528,20745,0.016242027282714844
1352,dpquick,3400,45661,22099,0.017721891403198242
1353,dpquick,3400,46148,21580,0.017573833465576172
1354,dpquick,3400,40403,22869,0.016433238983154297
1355,dpquick,3400,40261,22527,0.0160219669342041
1356,dpquick,3400,40186,23151,0.01644110679626465
1357,dpquick,3400,42555,23019,0.01737499237060547
1358,dpquick,3400,40392,22593,0.01591181755065918
1359,dpquick,3400,42917,24613,0.01715683937072754
1360,insert,3500,3031927,3028436,2.2686331272125244
1361,insert,3500,3028251,3024764,2.365049123764038
1362,insert,3500,3105884,3102396,2.2927749156951904
1363,insert,3500,3096759,3093270,2.308486223220825
1364,insert,3500,3037276,3033783,2.2660298347473145
1365,insert,3500,3060479,3056988,2.2773959636688232
1366,insert,3500,3067714,3064224,2.2514922618865967
1367,insert,3500,3070777,3067289,2.2521238327026367
1368,insert,3500,3008764,3005271,2.220439910888672
1369,insert,3500,3009236,3005747,2.204131841659546
1370,merge,3500,36862,41404,0.056860923767089844
1371,merge,3500,36824,41404,0.05533480644226074
1372,merge,3500,36850,41404,0.05600714683532715
1373,merge,3500,36833,41404,0.05586099624633789
1374,merge,3500,36832,41404,0.05536794662475586
1375,merge,3500,36828,41404,0.05521702766418457
1376,merge,3500,36878,41404,0.05546092987060547
1377,merge,3500,36808,41404,0.05514073371887207
1378,merge,3500,36896,41404,0.05541396141052246
1379,merge,3500,36818,41404,0.05551910400390625
1380,quick,3500,45263,26629,0.034132957458496094
1381,quick,3500,48084,27631,0.0359950065612793
1382,quick,3500,44853,28827,0.03467392921447754
1383,quick,3500,49315,25670,0.035633087158203125
1384,quick,3500,53432,27077,0.03772902488708496
1385,quick,3500,47863,27271,0.035524845123291016
1386,quick,3500,48913,30909,0.0370028018951416
1387,quick,3500,51877,29791,0.03800487518310547
1388,quick,3500,46131,30146,0.03560829162597656
1389,quick,3500,47651,28745,0.03637099266052246
1390,dpquick,3500,42788,24783,0.018106937408447266
1391,dpquick,3500,43840,25069,0.017347097396850586
1392,dpquick,3500,42177,22298,0.016659975051879883
1393,dpquick,3500,43114,25800,0.017297029495239258
1394,dpquick,3500,42529,21465,0.017438888549804688
1395,dpquick,3500,42247,22365,0.01705789566040039
1396,dpquick,3500,42822,21650,0.016750097274780273
1397,dpquick,3500,47795,23970,0.018117904663085938
1398,dpquick,3500,40885,23648,0.016548871994018555
1399,dpquick,3500,40697,23318,0.017172813415527344
1400,insert,3600,3255124,3251530,2.4026408195495605
1401,insert,3600,3261759,3258163,2.41701078414917
1402,insert,3600,3276457,3272867,2.5397849082946777
1403,insert,3600,3256623,3253032,2.4065332412719727
1404,insert,3600,3182503,3178911,2.378559112548828
1405,insert,3600,3298382,3294787,2.5128350257873535
1406,insert,3600,3289318,3285724,2.4107778072357178
1407,insert,3600,3275016,3271421,2.4174821376800537
1408,insert,3600,3207735,3204152,2.343982219696045
1409,insert,3600,3241555,3237963,2.360236167907715
1410,merge,3600,38018,42704,0.0569911003112793
1411,merge,3600,38031,42704,0.05634784698486328
1412,merge,3600,38010,42704,0.0565340518951416
1413,merge,3600,38099,42704,0.05643200874328613
1414,merge,3600,38040,42704,0.05651116371154785
1415,merge,3600,38024,42704,0.05659890174865723
1416,merge,3600,38046,42704,0.05636096000671387
1417,merge,3600,37992,42704,0.056298017501831055
1418,merge,3600,38035,42704,0.05653882026672363
1419,merge,3600,38035,42704,0.056611061096191406
1420,quick,3600,47186,31280,0.03613090515136719
1421,quick,3600,47126,28984,0.03529238700866699
1422,quick,3600,46351,28056,0.03491973876953125
1423,quick,3600,45535,27434,0.03421282768249512
1424,quick,3600,47621,29070,0.035665035247802734
1425,quick,3600,45832,28618,0.0347440242767334
1426,quick,3600,47045,28284,0.03513002395629883
1427,quick,3600,45657,27385,0.034293174743652344
1428,quick,3600,47583,28007,0.035420894622802734
1429,quick,3600,49406,28666,0.04117918014526367
1430,dpquick,3600,43827,22396,0.01789689064025879
1431,dpquick,3600,43412,24183,0.01740574836730957
1432,dpquick,3600,41998,24377,0.018668174743652344
1433,dpquick,3600,46057,22963,0.017675161361694336
1434,dpquick,3600,41735,22608,0.016933917999267578
1435,dpquick,3600,44725,23759,0.018517017364501953
1436,dpquick,3600,42880,23694,0.016822099685668945
1437,dpquick,3600,44236,24167,0.01808309555053711
1438,dpquick,3600,42832,24078,0.0171048641204834
1439,dpquick,3600,42477,24329,0.016829967498779297
1440,insert,3700,3366276,3362581,2.5491950511932373
1441,insert,3700,3375595,3371904,2.474691152572632
1442,insert,3700,3413139,3409443,2.50256085395813
1443,insert,3700,3436701,3433011,2.9047889709472656
1444,insert,3700,3472103,3468409,2.773021936416626
1445,insert,3700,3461865,3458171,2.560070037841797
1446,insert,3700,3419227,3415536,2.5630109310150146
1447,insert,3700,3386722,3383031,2.541424036026001
1448,insert,3700,3403951,3400261,2.6152851581573486
1449,insert,3700,3359549,3355861,2.540158987045288
1450,merge,3700,39205,44004,0.06111574172973633
1451,merge,3700,39188,44004,0.06109213829040527
1452,merge,3700,39274,44004,0.05866813659667969
1453,merge,3700,39214,44004,0.06065106391906738
1454,merge,3700,39209,44004,0.06229591369628906
1455,merge,3700,39203,44004,0.06162309646606445
1456,merge,3700,39256,44004,0.060823917388916016
1457,merge,3700,39234,44004,0.061135053634643555
1458,merge,3700,39200,44004,0.061348676681518555
1459,merge,3700,39207,44004,0.06030106544494629
1460,quick,3700,51104,32694,0.0415959358215332
1461,quick,3700,50180,34098,0.04026389122009277
1462,quick,3700,49640,30546,0.038099050521850586
1463,quick,3700,48429,28177,0.036360979080200195
1464,quick,3700,50533,28327,0.03731393814086914
1465,quick,3700,47771,26387,0.03514409065246582
1466,quick,3700,49114,28585,0.03664898872375488
1467,quick,3700,50670,32152,0.03846907615661621
1468,quick,3700,50437,30862,0.0381777286529541
1469,quick,3700,52139,33181,0.0392301082611084
1470,dpquick,3700,44386,25778,0.017892122268676758
1471,dpquick,3700,49525,22598,0.018500089645385742
1472,dpquick,3700,45497,28008,0.01949906349182129
1473,dpquick,3700,47874,25310,0.019623994827270508
1474,dpquick,3700,47118,28132,0.020226240158081055
1475,dpquick,3700,44607,22599,0.018548965454101562
1476,dpquick,3700,46273,25376,0.020266056060791016
1477,dpquick,3700,44740,23871,0.01841282844543457
1478,dpquick,3700,47010,27740,0.020628929138183594
1479,dpquick,3700,43579,23857,0.018612146377563477
1480,insert,3800,3615109,3611319,2.683887004852295
1481,insert,3800,3628037,3624246,2.738255739212036
1482,insert,3800,3545298,3541509,2.675964832305908
1483,insert,3800,3660687,3656898,2.7696657180786133
1484,insert,3800,3590261,3586468,2.6950159072875977
1485,insert,3800,3617324,3613533,2.763838052749634
1486,insert,3800,3614081,3610292,2.837942123413086
1487,insert,3800,3602000,3598210,2.701953172683716
1488,insert,3800,3628042,3624246,2.714341878890991
1489,insert,3800,3653907,3650118,2.65853214263916
1490,merge,3800,40416,45304,0.0603790283203125
1491,merge,3800,40399,45304,0.060006141662597656
1492,merge,3800,40377,45304,0.06188011169433594
1493,merge,3800,40506,45304,0.06020712852478027
1494,merge,3800,40411,45304,0.0606539249420166
1495,merge,3800,40457,45304,0.06023812294006348
1496,merge,3800,40451,45304,0.060194969177246094
1497,merge,3800,40477,45304,0.06006884574890137
1498,merge,3800,40438,45304,0.06025075912475586
1499,merge,3800,40429,45304,0.060066938400268555
1500,quick,3800,49053,29691,0.0368192195892334
1501,quick,3800,49904,27932,0.03672218322753906
1502,quick,3800,59741,38999,0.044535160064697266
1503,quick,3800,57131,28886,0.04029107093811035
1504,quick,3800,50756,29659,0.03746509552001953
1505,quick,3800,52417,31634,0.039183855056762695
1506,quick,3800,50591,31794,0.038732051849365234
1507,quick,3800,54545,34170,0.04096198081970215
1508,quick,3800,49981,30739,0.03756904602050781
1509,quick,3800,52974,31199,0.038897037506103516
1510,dpquick,3800,47080,24089,0.018703937530517578
1511,dpquick,3800,46446,23600,0.017557859420776367
1512,dpquick,3800,47389,27111,0.019232988357543945
1513,dpquick,3800,46149,25121,0.01851797103881836
1514,dpquick,3800,48469,24402,0.019150733947753906
1515,dpquick,3800,46438,27156,0.01891803741455078
1516,dpquick,3800,44480,25241,0.018439292907714844
1517,dpquick,3800,45315,25748,0.01890110969543457
1518,dpquick,3800,46704,24255,0.01819014549255371
1519,dpquick,3800,46908,26699,0.019556760787963867
1520,insert,3900,3773627,3769737,2.8613569736480713
1521,insert,3900,3779662,3775768,2.8679800033569336
1522,insert,3900,3749335,3745440,2.883751153945923
1523,insert,3900,3812913,3809018,3.0851898193359375
1524,insert,3900,3769556,3765666,3.411733865737915
1525,insert,3900,3773971,3770080,4.117074012756348
1526,insert,3900,3797272,3793379,3.6467881202697754
1527,insert,3900,3757068,3753173,3.3718180656433105
1528,insert,3900,3794858,3790969,2.8783187866210938
1529,insert,3900,3793148,3789256,2.976017951965332
1530,merge,3900,41635,46604,0.06527996063232422
1531,merge,3900,41640,46604,0.06287074089050293
1532,merge,3900,41591,46604,0.06413793563842773
1533,merge,3900,41633,46604,0.06384110450744629
1534,merge,3900,41634,46604,0.06459999084472656
1535,merge,3900,41636,46604,0.06532979011535645
1536,merge,3900,41617,46604,0.06370091438293457
1537,merge,3900,41615,46604,0.06378173828125
1538,merge,3900,41616,46604,0.06382203102111816
1539,merge,3900,41594,46604,0.06506800651550293
1540,quick,3900,55534,32426,0.04191994667053223
1541,quick,3900,53354,34242,0.04180312156677246
1542,quick,3900,53178,32702,0.04076719284057617
1543,quick,3900,52854,32789,0.040979862213134766
1544,quick,3900,54034,30488,0.04077005386352539
1545,quick,3900,51269,31453,0.03994297981262207
1546,quick,3900,51897,31359,0.03997206687927246
1547,quick,3900,57181,36468,0.04455709457397461
1548,quick,3900,52429,28561,0.039309024810791016
1549,quick,3900,51148,30005,0.03969979286193848
1550,dpquick,3900,49763,25198,0.019618988037109375
1551,dpquick,3900,46838,27180,0.019802093505859375
1552,dpquick,3900,46280,26786,0.019739151000976562
1553,dpquick,3900,49218,26754,0.021374940872192383
1554,dpquick,3900,50486,23022,0.01908421516418457
1555,dpquick,3900,47060,23156,0.019164085388183594
1556,dpquick,3900,49089,27340,0.020450115203857422
1557,dpquick,3900,49832,26708,0.020936012268066406
1558,dpquick,3900,48860,24684,0.01987004280090332
1559,dpquick,3900,51299,27374,0.02162480354309082
1560,insert,4000,4027759,4023768,3.099437952041626
1561,insert,4000,4012175,4008186,3.01761794090271
1562,insert,4000,4023405,4019416,3.041929006576538
1563,insert,4000,4011112,4007120,3.0762321949005127
1564,insert,4000,4039627,4035631,3.225403308868408
1565,insert,4000,3967034,3963045,3.077927350997925
